time,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0.12852025032043457,0.0,0.0,0.0,0.0,0.0
0.18376731872558594,0.0,0.0,0.0,0.0,0.0
0.23694777488708496,0.0,0.0,0.0,0.0,0.0
0.29181694984436035,0.0,0.0,0.0,0.0,0.0
0.3404717445373535,0.0,0.0,0.0,0.0,0.0
0.3961780071258545,0.0,0.0,0.0,0.0,0.0
0.4435770511627197,0.0,0.0,0.0,0.0,0.0
0.49895262718200684,0.0,0.0,0.0,0.0,0.0
0.5510315895080566,0.0,0.0,0.0,0.0,0.0
0.6004800796508789,0.0,0.0,0.0,0.0,0.0
0.652946949005127,0.0,0.0,0.0,0.0,0.0
0.7036900520324707,0.0,0.0,0.0,0.0,0.0
0.7561841011047363,0.0,0.0,0.0,0.0,0.0
0.8056366443634033,0.0,0.0,0.0,0.0,0.0
0.8571035861968994,0.0,0.0,0.0,0.0,0.0
0.9084336757659912,0.0,0.0,0.0,0.0,0.0
0.9592678546905518,0.0,0.0,0.0,0.0,0.0
1.0105679035186768,0.0,0.0,0.0,0.0,0.0
1.0635771751403809,0.0,0.0,0.0,0.0,0.0
1.1144909858703613,0.0,0.0,0.0,0.0,0.0
1.1653103828430176,0.0,0.0,0.0,0.0,0.0
1.217531442642212,0.0,0.0,0.0,0.0,0.0
1.268096923828125,0.0,0.0,0.0,0.0,0.0
1.3191328048706055,0.0,0.0,0.0,0.0,0.0
1.3600873947143555,0.0,0.0,0.0,0.0,0.0
1.411801815032959,0.0,0.0,0.0,0.0,0.0
1.461829662322998,0.0,0.0,0.0,0.0,0.0
1.5126354694366455,0.0,0.0,0.0,0.0,0.0
1.5637433528900146,0.0,0.0,0.0,0.0,0.0
1.6172418594360352,0.0,0.0,0.0,0.0,0.0
1.665863037109375,0.0,0.0,0.0,0.0,0.0
1.7183279991149902,0.0,0.0,0.0,0.0,0.0
1.768237829208374,0.0,0.0,0.0,0.0,0.0
1.8193345069885254,0.0,0.0,0.0,0.0,0.0
1.8706374168395996,0.0,0.0,0.0,0.0,0.0
1.9212915897369385,0.0,0.0,0.0,0.0,0.0
1.9727869033813477,0.0,0.0,0.0,0.0,0.0
2.0252671241760254,0.0,0.0,0.0,0.0,0.0
2.0767695903778076,0.0,0.0,0.0,0.0,0.0
2.128018856048584,0.0,0.0,0.0,0.0,0.0
2.179835557937622,0.0,0.0,0.0,0.0,0.0
2.231621265411377,0.0,0.0,0.0,0.0,0.0
2.282578706741333,0.0,0.0,0.0,0.0,0.0
2.3389639854431152,0.0,0.0,0.0,0.0,0.0
2.389814615249634,0.0,0.0,0.0,0.0,0.0
2.4415442943573,0.0,0.0,0.0,0.0,0.0
2.493856430053711,0.0,0.0,0.0,0.0,0.0
2.5456762313842773,0.0,0.0,0.0,0.0,0.0
2.595789670944214,0.0,0.0,0.0,0.0,0.0
2.648806571960449,0.0,0.0,0.0,0.0,0.0
2.7039718627929688,0.0,0.0,0.0,0.0,0.0
2.755438804626465,0.0,0.0,0.0,0.0,0.0
2.8090975284576416,0.0,0.0,0.0,0.0,0.0
2.8598387241363525,0.0,0.0,0.0,0.0,0.0
2.9110636711120605,0.0,0.0,0.0,0.0,0.0
2.961813449859619,0.0,0.0,0.0,0.0,0.0
3.015517234802246,0.0,0.0,0.0,0.0,0.0
3.0642166137695312,0.0,0.0,0.0,0.0,0.0
3.114889144897461,0.0,0.0,0.0,0.0,0.0
3.1659607887268066,0.0,0.0,0.0,0.0,0.0
3.217038154602051,0.0,0.0,0.0,0.0,0.0
3.2705678939819336,0.0,0.0,0.0,0.0,0.0
3.3221449851989746,0.0,0.0,0.0,0.0,0.0
3.3741824626922607,0.0,0.0,0.0,0.0,0.0
3.427292585372925,0.0,0.0,0.0,0.0,0.0
3.4764657020568848,0.0,0.0,0.0,0.0,0.0
