time,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance
0.1270444393157959,0.01953156292438507,-0.008244928903877735,-0.9850875735282898,0.1707429140806198,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3662109375,-0.91552734375,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0361328125,0.02294921875,1.00390625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.14342045783996582,0.01964469999074936,-0.007440492976456881,-0.9850983619689941,0.17070423066616058,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3662109375,-0.6103515625,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.037109375,0.021484375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.16370153427124023,0.02021176926791668,-0.007195181213319302,-0.9850954413414001,0.17066529393196106,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.18310546875,-0.3662109375,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03759765625,0.02099609375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.1833937168121338,0.02006586454808712,-0.007021659519523382,-0.9851048588752747,0.17063570022583008,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.1220703125,-0.67138671875,-0.06103515625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03759765625,0.02099609375,1.005859375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.20343995094299316,0.019172506406903267,-0.006609999109059572,-0.9851298928260803,0.1706104725599289,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.1220703125,-0.91552734375,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03564453125,0.01953125,1.0029296875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.22577929496765137,0.019591592252254486,-0.007096561137586832,-0.985124945640564,0.17057207226753235,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.3662109375,-0.54931640625,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.02099609375,1.00732421875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.24521183967590332,0.01981988176703453,-0.00793201383203268,-0.9851141571998596,0.17057079076766968,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,-0.3662109375,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.0224609375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.28917860984802246,0.018973462283611298,-0.0070248194970190525,-0.985146164894104,0.17052258551120758,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.42724609375,-0.6103515625,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03515625,0.02099609375,1.00244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.28933024406433105,0.019456936046481133,-0.007100761402398348,-0.9851411581039429,0.1704937219619751,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.1220703125,-0.9765625,-0.30517578125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0361328125,0.02099609375,1.0048828125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.3003413677215576,0.01873984932899475,-0.00686615752056241,-0.9851616621017456,0.170465350151062,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.42724609375,-0.732421875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03515625,0.02001953125,1.00341796875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.32363414764404297,0.019634712487459183,-0.007830385118722916,-0.985138475894928,0.1704564243555069,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.30517578125,-0.48828125,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.0234375,1.00341796875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.34334421157836914,0.019754284992814064,-0.007786560337990522,-0.9851416349411011,0.1704263985157013,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3662109375,-0.6103515625,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.0224609375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.3927943706512451,0.01969660073518753,-0.0081887636333704,-0.9851461052894592,0.17038825154304504,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.30517578125,-0.6103515625,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0361328125,0.02294921875,1.00244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.40645790100097656,0.019664499908685684,-0.00743736932054162,-0.9851595759391785,0.17034895718097687,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06103515625,-0.79345703125,-0.06103515625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.021484375,1.005859375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.42432594299316406,0.019885191693902016,-0.007143449038267136,-0.9851627945899963,0.17031745612621307,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.30517578125,-0.91552734375,-0.244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03759765625,0.0205078125,1.00439453125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.43938374519348145,0.018948255106806755,-0.00788941141217947,-0.9851770997047424,0.17030811309814453,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.18310546875,-0.6103515625,-0.244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03515625,0.02197265625,1.0029296875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.45897889137268066,0.019716983661055565,-0.00718726497143507,-0.9851740598678589,0.17026999592781067,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06103515625,-0.3662109375,-0.06103515625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.02099609375,1.0048828125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.4785449504852295,0.019823823124170303,-0.007295810617506504,-0.9851768612861633,0.17023660242557526,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.244140625,-0.91552734375,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.037109375,0.0205078125,1.0048828125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.5052757263183594,0.01948743872344494,-0.007323324214667082,-0.985190212726593,0.17019708454608917,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.42724609375,-0.67138671875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0361328125,0.02099609375,1.005859375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.5235452651977539,0.019307011738419533,-0.007758154533803463,-0.9851923584938049,0.17018522322177887,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.18310546875,-0.54931640625,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03564453125,0.02197265625,1.00439453125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.5433871746063232,0.01925835758447647,-0.007696203421801329,-0.9851970076560974,0.17016693949699402,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.54931640625,-0.54931640625,-0.244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03564453125,0.02197265625,1.00390625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.5632944107055664,0.019766485318541527,-0.007041621021926403,-0.9852012991905212,0.1701119989156723,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.18310546875,-0.67138671875,-0.06103515625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03662109375,0.0205078125,1.00341796875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.5834264755249023,0.01932220347225666,-0.006580631248652935,-0.9852206707000732,0.1700698882341385,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.42724609375,-0.6103515625,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0361328125,0.01953125,1.005859375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.6046679019927979,0.01914190500974655,-0.007208396680653095,-0.9852221608161926,0.1700558066368103,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.244140625,-0.732421875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03564453125,0.02099609375,1.00634765625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.6232645511627197,0.019993452355265617,-0.007064396515488625,-0.985214352607727,0.17000922560691833,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.48828125,-0.8544921875,-0.244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.037109375,0.02099609375,1.00439453125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.6438236236572266,0.020083196461200714,-0.007003895007073879,-0.985217273235321,0.16998444497585297,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3662109375,-0.48828125,-0.30517578125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03759765625,0.021484375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.6653106212615967,0.020302290096879005,-0.00762137258425355,-0.9852157831192017,0.16994036734104156,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06103515625,-0.244140625,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0380859375,0.021484375,1.0048828125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
