time,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0.3059098720550537,0.0,0.0,0.0,0.0,0.0
0.35868287086486816,0.0,0.0,0.0,0.0,0.0
0.4094870090484619,0.0,0.0,0.0,0.0,0.0
0.46276021003723145,0.0,0.0,0.0,0.0,0.0
0.5130894184112549,0.0,0.0,0.0,0.0,0.0
0.5630011558532715,0.0,0.0,0.0,0.0,0.0
0.6150894165039062,0.0,0.0,0.0,0.0,0.0
0.6671037673950195,0.0,0.0,0.0,0.0,0.0
0.7176516056060791,0.0,0.0,0.0,0.0,0.0
0.7689723968505859,0.0,0.0,0.0,0.0,0.0
0.8202259540557861,0.0,0.0,0.0,0.0,0.0
0.872368335723877,0.0,0.0,0.0,0.0,0.0
0.9257345199584961,0.0,0.0,0.0,0.0,0.0
0.982311487197876,0.0,0.0,0.0,0.0,0.0
1.0282652378082275,0.0,0.0,0.0,0.0,0.0
1.0823149681091309,0.0,0.0,0.0,0.0,0.0
1.132662057876587,0.0,0.0,0.0,0.0,0.0
1.18355131149292,0.0,0.0,0.0,0.0,0.0
1.2439014911651611,0.0,0.0,0.0,0.0,0.0
1.3188202381134033,0.0,0.0,0.0,0.0,0.0
1.3466641902923584,0.0,0.0,0.0,0.0,0.0
1.401811122894287,0.0,0.0,0.0,0.0,0.0
1.4540390968322754,0.0,0.0,0.0,0.0,0.0
1.5064165592193604,0.0,0.0,0.0,0.0,0.0
1.5566835403442383,0.0,0.0,0.0,0.0,0.0
1.6084058284759521,0.0,0.0,0.0,0.0,0.0
1.6615118980407715,0.0,0.0,0.0,0.0,0.0
1.7109837532043457,0.0,0.0,0.0,0.0,0.0
1.7667067050933838,0.0,0.0,0.0,0.0,0.0
1.8138647079467773,0.0,0.0,0.0,0.0,0.0
1.869825839996338,0.0,0.0,0.0,0.0,0.0
1.9222469329833984,0.0,0.0,0.0,0.0,0.0
1.9528911113739014,0.0,0.0,0.0,0.0,0.0
2.00439453125,0.0,0.0,0.0,0.0,0.0
2.0614545345306396,0.0,0.0,0.0,0.0,0.0
2.1090519428253174,0.0,0.0,0.0,0.0,0.0
2.160419464111328,0.0,0.0,0.0,0.0,0.0
2.217336416244507,0.0,0.0,0.0,0.0,0.0
2.2661492824554443,0.0,0.0,0.0,0.0,0.0
2.3147776126861572,0.0,0.0,0.0,0.0,0.0
2.365173816680908,0.0,0.0,0.0,0.0,0.0
2.416489601135254,0.0,0.0,0.0,0.0,0.0
2.4839067459106445,0.0,0.0,0.0,0.0,0.0
2.5238022804260254,0.0,0.0,0.0,0.0,0.0
2.575072765350342,0.0,0.0,0.0,0.0,0.0
