time,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0.1531810760498047,0.0,0.0,0.0,0.0,0.0
0.20320367813110352,0.0,0.0,0.0,0.0,0.0
0.2553391456604004,0.0,0.0,0.0,0.0,0.0
0.30820369720458984,0.0,0.0,0.0,0.0,0.0
0.36020851135253906,0.0,0.0,0.0,0.0,0.0
0.41031575202941895,0.0,0.0,0.0,0.0,0.0
0.4631533622741699,0.0,0.0,0.0,0.0,0.0
0.5188562870025635,0.0,0.0,0.0,0.0,0.0
0.5702290534973145,0.0,0.0,0.0,0.0,0.0
0.6216588020324707,0.0,0.0,0.0,0.0,0.0
0.674440860748291,0.0,0.0,0.0,0.0,0.0
0.7275519371032715,0.0,0.0,0.0,0.0,0.0
0.7795729637145996,0.0,0.0,0.0,0.0,0.0
0.8309993743896484,0.0,0.0,0.0,0.0,0.0
0.8824987411499023,0.0,0.0,0.0,0.0,0.0
0.9434244632720947,0.0,0.0,0.0,0.0,0.0
0.9982161521911621,0.0,0.0,0.0,0.0,0.0
1.0487127304077148,0.0,0.0,0.0,0.0,0.0
1.0984399318695068,0.0,0.0,0.0,0.0,0.0
1.1499061584472656,0.0,0.0,0.0,0.0,0.0
1.2012126445770264,0.0,0.0,0.0,0.0,0.0
1.252690315246582,0.0,0.0,0.0,0.0,0.0
1.3054933547973633,0.0,0.0,0.0,0.0,0.0
1.3564879894256592,0.0,0.0,0.0,0.0,0.0
1.4086463451385498,0.0,0.0,0.0,0.0,0.0
1.4615333080291748,0.0,0.0,0.0,0.0,0.0
1.5104968547821045,0.0,0.0,0.0,0.0,0.0
1.561706781387329,0.0,0.0,0.0,0.0,0.0
1.6126689910888672,0.0,0.0,0.0,0.0,0.0
1.663649559020996,0.0,0.0,0.0,0.0,0.0
1.7152278423309326,0.0,0.0,0.0,0.0,0.0
1.7680425643920898,0.0,0.0,0.0,0.0,0.0
1.818918228149414,0.0,0.0,0.0,0.0,0.0
1.8711309432983398,0.0,0.0,0.0,0.0,0.0
1.926506757736206,0.0,0.0,0.0,0.0,0.0
1.9777231216430664,0.0,0.0,0.0,0.0,0.0
2.0279738903045654,0.0,0.0,0.0,0.0,0.0
2.079512596130371,0.0,0.0,0.0,0.0,0.0
2.1301727294921875,0.0,0.0,0.0,0.0,0.0
2.182941198348999,0.0,0.0,0.0,0.0,0.0
2.2348954677581787,0.0,0.0,0.0,0.0,0.0
2.285773515701294,0.0,0.0,0.0,0.0,0.0
2.3393588066101074,0.0,0.0,0.0,0.0,0.0
2.392714262008667,0.0,0.0,0.0,0.0,0.0
2.4426722526550293,0.0,0.0,0.0,0.0,0.0
2.493670701980591,0.0,0.0,0.0,0.0,0.0
2.545055866241455,0.0,0.0,0.0,0.0,0.0
2.5962584018707275,0.0,0.0,0.0,0.0,0.0
2.647538423538208,0.0,0.0,0.0,0.0,0.0
2.6981616020202637,0.0,0.0,0.0,0.0,0.0
2.750117540359497,0.0,0.0,0.0,0.0,0.0
2.8002769947052,0.0,0.0,0.0,0.0,0.0
2.8526692390441895,0.0,0.0,0.0,0.0,0.0
2.9022936820983887,0.0,0.0,0.0,0.0,0.0
2.955296039581299,0.0,0.0,0.0,0.0,0.0
3.010576009750366,0.0,0.0,0.0,0.0,0.0
3.059659004211426,0.0,0.0,0.0,0.0,0.0
3.1101934909820557,0.0,0.0,0.0,0.0,0.0
3.16336727142334,0.0,0.0,0.0,0.0,0.0
3.219822406768799,0.0,0.0,0.0,0.0,0.0
3.2664711475372314,0.0,0.0,0.0,0.0,0.0
3.3193957805633545,0.0,0.0,0.0,0.0,0.0
3.3716158866882324,0.0,0.0,0.0,0.0,0.0
3.423403024673462,0.0,0.0,0.0,0.0,0.0
3.4775943756103516,0.0,0.0,0.0,0.0,0.0
3.531369686126709,0.0,0.0,0.0,0.0,0.0
3.58096981048584,0.0,0.0,0.0,0.0,0.0
3.6320407390594482,0.0,0.0,0.0,0.0,0.0
3.686990261077881,0.0,0.0,0.0,0.0,0.0
3.73422908782959,0.0,0.0,0.0,0.0,0.0
3.786057949066162,0.0,0.0,0.0,0.0,0.0
3.837286949157715,0.0,0.0,0.0,0.0,0.0
3.8901925086975098,0.0,0.0,0.0,0.0,0.0
3.9394311904907227,0.0,0.0,0.0,0.0,0.0
3.990677833557129,0.0,0.0,0.0,0.0,0.0
4.041983366012573,0.0,0.0,0.0,0.0,0.0
4.094091176986694,0.0,0.0,0.0,0.0,0.0
4.146987438201904,0.0,0.0,0.0,0.0,0.0
4.19669246673584,0.0,0.0,0.0,0.0,0.0
4.2483229637146,0.0,0.0,0.0,0.0,0.0
4.299330711364746,0.0,0.0,0.0,0.0,0.0
4.350382566452026,0.0,0.0,0.0,0.0,0.0
4.401698350906372,0.0,0.0,0.0,0.0,0.0
4.452332019805908,0.0,0.0,0.0,0.0,0.0
4.5033299922943115,0.0,0.0,0.0,0.0,0.0
4.5591325759887695,0.0,0.0,0.0,0.0,0.0
4.5898895263671875,0.0,0.0,0.1826995313167572,0.0,0.0
4.630596160888672,0.0,0.0,0.0,0.0,0.0
4.682451963424683,0.0,0.0,0.07912154495716095,0.0,0.0
4.693068981170654,0.0,0.0,0.23448851704597473,0.0,0.0
4.725813388824463,0.0,0.0,0.3380664885044098,0.0,0.0
4.779464483261108,0.0,0.0,0.3380664885044098,0.0,0.0
4.826783657073975,0.0,0.0,0.3380664885044098,0.0,0.0
4.87794303894043,0.0,0.0,0.3380664885044098,0.0,0.0
4.930081844329834,0.0,0.0,0.3380664885044098,0.0,0.0
4.9811155796051025,-0.015934737399220467,0.0,0.3380664885044098,0.0,0.0
4.9860899448394775,-0.026499688625335693,0.0,0.3380664885044098,0.0,0.0
5.009988784790039,-0.05116172507405281,0.0,0.3380664885044098,0.0,0.0
5.020860433578491,-0.08991037309169769,0.0,0.3380664885044098,0.0,0.0
5.03286075592041,-0.11456193029880524,0.0,0.3380664885044098,0.0,0.0
5.042566776275635,-0.14978891611099243,0.0,0.4934334456920624,0.0,0.0
5.053339958190918,-0.2026241570711136,0.0,0.7525324821472168,0.0,0.0
5.063807725906372,-0.23785117268562317,0.0,0.8561104536056519,0.0,0.0
5.079326629638672,-0.2554698884487152,0.0,1.0114774703979492,0.0,0.0
5.088228702545166,-0.2977401912212372,0.0,1.0114774703979492,0.0,0.0
5.098428726196289,-0.31534844636917114,0.0,1.0114774703979492,0.0,0.0
5.1068079471588135,-0.3400000035762787,0.0,1.0114774703979492,0.0,0.0
5.160609722137451,-0.3400000035762787,0.0,1.0114774703979492,0.0,0.0
5.205455541610718,-0.3400000035762787,0.0,1.0114774703979492,0.0,0.0
5.2220165729522705,-0.2625131905078888,0.0,1.0114774703979492,0.0,0.0
5.2341628074646,-0.015934737399220467,0.0,1.0114774703979492,0.0,0.0
5.245059013366699,0.0,0.0,1.0114774703979492,0.0,0.0
5.294267654418945,0.0,0.0,1.0114774703979492,0.0,0.0
5.345024824142456,0.0,0.0,1.0114774703979492,0.0,0.0
5.401313066482544,0.0,0.0,1.0114774703979492,0.0,0.0
5.432125806808472,0.0,0.0,0.7525324821472168,0.0,0.0
5.481637716293335,0.0,0.0,0.7525324821472168,0.0,0.0
5.5128889083862305,0.0,0.0,0.6489545106887817,0.0,0.0
5.565070867538452,0.0,0.0,0.6489545106887817,0.0,0.0
5.616122722625732,0.0,0.0,0.6489545106887817,0.0,0.0
5.668235778808594,0.0,0.0,0.6489545106887817,0.0,0.0
5.718913555145264,0.0,0.0,0.6489545106887817,0.0,0.0
5.769680976867676,0.0,0.0,0.6489545106887817,0.0,0.0
5.8104469776153564,0.0,0.0,0.8561104536056519,0.0,0.0
5.862908840179443,0.0,0.0,0.8561104536056519,0.0,0.0
5.913509368896484,0.0,0.0,0.8561104536056519,0.0,0.0
5.965825080871582,0.0,0.0,0.8561104536056519,0.0,0.0
6.01716160774231,0.0,0.0,0.8561104536056519,0.0,0.0
6.072617769241333,0.0,0.0,0.8561104536056519,0.0,0.0
6.12347936630249,0.0,0.0,0.8561104536056519,0.0,0.0
6.1744544506073,0.0,0.0,0.8561104536056519,0.0,0.0
6.2271223068237305,0.0,0.0,0.8561104536056519,0.0,0.0
6.277171850204468,0.0,0.0,0.8561104536056519,0.0,0.0
6.318587779998779,0.0,0.0,1.0114774703979492,0.0,0.0
6.350440502166748,0.0,0.0,1.1150553226470947,0.0,0.0
6.402680397033691,0.0,0.0,1.1150553226470947,0.0,0.0
6.453688144683838,0.0,0.0,1.1150553226470947,0.0,0.0
6.504565715789795,0.0,0.0,1.1150553226470947,0.0,0.0
6.556241512298584,0.0,0.0,1.1150553226470947,0.0,0.0
6.586790561676025,0.0,0.0,1.166844367980957,0.0,0.0
6.6389319896698,0.0,0.0,1.166844367980957,0.0,0.0
6.689318656921387,0.0,0.0,1.166844367980957,0.0,0.0
6.739823341369629,0.0,0.0,1.166844367980957,0.0,0.0
6.791650056838989,0.0,0.0,1.166844367980957,0.0,0.0
6.846550941467285,0.0,0.0,1.166844367980957,0.0,0.0
6.89753270149231,0.0,0.0,1.166844367980957,0.0,0.0
6.9485790729522705,0.0,0.0,1.166844367980957,0.0,0.0
6.998999118804932,0.0,0.0,1.166844367980957,0.0,0.0
7.029829502105713,0.0,0.0,1.2705764770507812,0.0,0.0
7.072540760040283,0.0,0.0,1.322365403175354,0.0,0.0
7.122749328613281,0.0,0.0,1.322365403175354,0.0,0.0
7.17585301399231,0.0,0.0,1.322365403175354,0.0,0.0
7.228159189224243,0.0,0.0,1.322365403175354,0.0,0.0
7.278981685638428,0.0,0.0,1.425943374633789,0.0,0.0
7.3096349239349365,0.0,0.0,1.5295213460922241,0.0,0.0
7.331145763397217,0.0,0.0,1.5813102722167969,0.0,0.0
7.353539705276489,0.0,0.0,1.7366772890090942,0.0,0.0
7.365505695343018,0.04765055701136589,0.0,1.943987488746643,0.0,0.0
7.393882751464844,0.22025339305400848,0.0,3.860642433166504,0.0,0.0
7.404036521911621,0.27661028504371643,0.0,4.067798137664795,0.0,0.0
7.415432929992676,0.3259238600730896,0.0,4.274954319000244,0.0,0.0
