time,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance
1.6306405067443848,0.01568099483847618,0.014960397966206074,-0.4434666931629181,0.8960288166999817,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.3662109375,-0.732421875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.041015625,0.01416015625,1.0048828125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.654036045074463,0.01570788398385048,0.014742275699973106,-0.4434985816478729,0.8960162401199341,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06103515625,-0.18310546875,-0.1220703125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.04052734375,0.01513671875,1.0029296875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.674450397491455,0.0158761627972126,0.01381442230194807,-0.44352611899375916,0.896014392375946,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.06103515625,0.06103515625,-0.06103515625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0390625,0.0166015625,1.001953125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.691603660583496,0.015549013391137123,0.015042177401483059,-0.44356682896614075,0.895980179309845,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.1220703125,-1.15966796875,-0.244140625,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.041015625,0.0146484375,1.00537109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7145373821258545,0.015214236453175545,0.014723282307386398,-0.44358304142951965,0.8959831595420837,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.42724609375,-1.15966796875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0400390625,0.01416015625,1.00390625,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7339015007019043,0.01475735753774643,0.014488116838037968,-0.44362008571624756,0.8959764242172241,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.06103515625,-0.3662109375,-0.30517578125,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03955078125,0.013671875,1.0029296875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7495293617248535,0.014626401476562023,0.014635330997407436,-0.4436468183994293,0.8959628343582153,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0390625,0.013671875,1.001953125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7693684101104736,0.015996042639017105,0.01457572914659977,-0.4436507821083069,0.8959384560585022,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.30517578125,-0.67138671875,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.04052734375,0.015625,1.00439453125,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7953815460205078,0.015720341354608536,0.014899087138473988,-0.44369271397590637,0.8959172964096069,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.1220703125,-1.40380859375,-0.3662109375,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.041015625,0.0146484375,1.0068359375,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8142979145050049,0.015535731799900532,0.014170188456773758,-0.4437137246131897,0.8959218263626099,[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.18310546875,-0.79345703125,-0.18310546875,[0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.03955078125,0.0146484375,1.0029296875,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
